SVM_Linear,KNN,LinearDiscriminant,DecisionTree,RandomForest,AdaBoost,SVM_Gauss,LogisticRegression
0.740322411,0.619915192,0.60783468,0.015867394,0,-0.182560673,-1.038563159,0.589812801
0.452740555,0.179946877,0.49339801,1,0.966666667,0.922745754,0.855366526,0.457386484
-0.987691508,0.18994461,0.37033732,0.096459852,0.033333333,-0.875286152,-0.985225252,0.354155779
0.225695994,0.420058317,0.517841436,0.068158953,0.05,-0.409023782,-0.935744282,0.501063887
-0.307462383,0.080017621,0.488855802,0.022719279,0,-0.493182219,-0.958683669,0.482906823
-1.033093711,0.030006967,0.291963746,0.033811232,0.083333333,-0.950833482,-1.467872236,0.247652747
0.447149399,0.310051208,0.55437731,0.0102065,0.133333333,-0.072771545,-0.767484603,0.648767551
0.166223387,0.4802098,0.479064809,0.700628732,0.266666667,0.359845161,-0.903486927,0.450953908
0.474381324,0.380198049,0.542644588,1,0.116666667,-0.259620981,-0.918758992,0.528837295
1.567860627,0.569911774,0.798107734,0.499910012,0.483333333,-0.04898161,-0.741760255,0.81967554
-1.051744592,0.129959295,0.262817736,0,0.116666667,-1.400850993,-0.971289132,0.240397736
0.948381748,0.379915199,0.635307866,0,0.016666667,-0.472528047,-0.919799809,0.626954381
1.910825273,0.659919222,0.80328452,0.272655883,0.633333333,0.859512297,0.535838647,0.818459818
1.801488704,0.800134451,0.768085421,0.977393178,0.466666667,1.026599557,-0.490566933,0.809830211
0.307463141,0.600057452,0.502658881,0.846892108,0.666666667,0.536987321,-0.991534588,0.467588667
-0.921150864,0.169949217,0.239525715,0.015223029,0.1,-0.809249404,-0.962394393,0.218987383
-0.658977055,0.220144269,0.285984335,0.142813073,0.016666667,-1.202117159,-0.901303765,0.29691571
-1.944489987,0.130095094,0.100064881,0.034008185,0.016666667,-1.271008662,-0.865715365,0.079824749
-0.355982139,0.179946877,0.267177997,0.054926367,0.033333333,-0.780200489,-0.929356241,0.280668771
0.546407842,0.229936259,0.598456485,0.099066968,0,-0.844755159,-0.9948951,0.65682838
-3.929692781,0.190036845,0.023926532,1,0.616666667,0.587571221,0.090404945,0.007825006
-0.791825746,0.819946865,0.256594662,0.307615637,0.316666667,0.516777576,0.318889584,0.241425039
1.212535093,0.479910157,0.671002863,0,0.15,-0.405577305,-0.840501779,0.693878172
1.340941781,0.819946865,0.716925026,0.864044347,0.416666667,0.576212374,1.507540694,0.728184972
0.952407812,0.529910335,0.631095888,0.838547765,0.133333333,0.721846746,-0.824383771,0.654140424
0.713299029,0.659919222,0.556351835,0.864044347,0.15,0.684152183,-1.001779822,0.58454888
-0.874539583,0.149954112,0.268545335,0.10716576,0,-0.804444436,-0.969416924,0.251139451
-0.166276052,0.420058317,0.5507014,0.011245297,0.083333333,-0.987724609,-0.923055918,0.520382772
0.925764966,0.359917072,0.696799184,0,0.083333333,-0.690028093,-0.942069388,0.696121105
1.550485793,0.779938226,0.775127111,0.807636392,0.416666667,0.572247625,0.465424801,0.787958794
0.361311271,0.849954101,0.545182755,0.96702149,0.8,1.000944215,0.415654557,0.539875045
1.287812948,0.610199944,0.714832937,0.847253206,0.433333333,0.717666333,-0.725025439,0.716968329
-1.15544562,0.339919232,0.226941353,0.011245297,0.033333333,-0.562110159,-0.913979442,0.217645875
1.120355329,0.420204767,0.629476602,1,0.466666667,-0.011542737,-1.332907173,0.642740235
0.758223851,0.32992042,0.78177289,0.10716576,0.183333333,0.191374453,-0.946299856,0.827726575
-0.083097164,0.309923012,0.388842549,0.021069961,0.383333333,-1.144505112,-0.495404262,0.374754773
1.343034171,0.629916092,0.730429633,0.846643166,0.083333333,0.507717381,-0.853591862,0.738059538
0.716031892,0.499910012,0.604923255,0.433646535,0.233333333,0.296117665,-0.468575041,0.579321405
-0.737241253,0.380198049,0.326649353,0,0.2,-0.06279038,-0.944085126,0.30382698
1.371908278,0.619915192,0.720986303,0.382267939,0.233333333,0.68505057,-0.064586811,0.701996539
0.22471219,0.66992041,0.481757243,0.852769785,0.833333333,0.497289137,0.767068628,0.485333607
0.950922553,0.549910911,0.640438452,0.958318958,0.6,-0.195151458,-1.556985967,0.661462949
0.638834694,0.840032171,0.62177611,0.932409751,0.683333333,0.71885988,0.32865527,0.592081841
1.402097309,0.549910911,0.732807171,0,0.116666667,-0.484998402,-0.599205072,0.743131009
0.961967526,0.670052927,0.685897587,0.842246087,0.55,0.413986891,-0.764421318,0.666446112
0.58046807,0.389914371,0.587228027,0.031771878,0.033333333,-0.826234332,-0.982018439,0.56737957
0.382751407,0.370195949,0.528545017,0.049982905,0.166666667,-0.25427466,-0.846972858,0.51721756
0.789263202,0.339919232,0.627793931,0.036351025,0.45,-0.537621327,-0.937871666,0.629395703
0.282969528,0.359917072,0.459786272,0,0.05,-1.066328869,-0.967396265,0.480953224
0.177795694,0.339919232,0.514196027,0.029418599,0.133333333,-0.746811209,-0.974487479,0.465802281
0.029579088,0.370195949,0.517016619,0.021069961,0.283333333,-0.781492883,-0.90684873,0.519183462
0.913320587,0.600057452,0.61934038,0.958318958,0.516666667,-0.140155359,0.56524427,0.6223517
2.804129135,0.349918116,0.76079129,0.933348227,0.966666667,1.947965134,0.781710692,0.937472322
0.721065039,0.349918116,0.575929842,0.020400968,0.116666667,-0.072355627,-1.056403624,0.582588304
1.418780994,0.610199944,0.730984096,0.842246087,0.383333333,0.5174549,-0.20159962,0.732773235
-0.207303834,0.219938239,0.479466248,0.016660769,0.2,-1.634609983,-0.951384056,0.484616232
0.071068466,0.539910587,0.514939866,0.016407001,0.116666667,-0.322655801,-0.944405128,0.493975601
1.136869818,0.429911778,0.668268704,0,0.033333333,-0.715356112,-0.996537627,0.69131966
0.360982157,0.349918116,0.606293345,0.029418599,0.133333333,-0.771647495,-0.892665098,0.620770847
1.324216428,0.409912931,0.752581184,0.058803605,0.016666667,-0.788562809,-0.834961903,0.748802868
0.304486889,0.190129392,0.514364354,0.015637933,0.016666667,-1.108704118,-0.962046329,0.497070385
-0.893779814,0.120025282,0.355433214,0.01581718,0,-1.846839276,-0.994936272,0.362683945
0.226192792,0.539910587,0.575908343,0.021497803,0.216666667,0.133449088,-0.605808798,0.553910371
0.276716249,0.32992042,0.520985382,0.405854826,0.333333333,0.007647452,-0.868698033,0.506095368
0.351679316,0.810129324,0.566450702,1,0.55,0.915376754,-0.158536922,0.580303051
0.921228971,0.430206027,0.628896169,0.020400968,0.1,-0.667281807,-1.149278762,0.632304285
0.027213473,0.460059465,0.4980907,0.96702149,0.083333333,-0.24776597,-1.115357536,0.4236687
0.69221518,0.490210051,0.597763097,0.444651993,0.116666667,0.620107347,-0.771380754,0.59565527
-0.36008036,0.399913615,0.3846522,1,0.183333333,-0.329587622,-0.989504809,0.362875694
-0.160661079,0.109964766,0.481850826,0.026791955,0,-1.400106426,-0.982725434,0.488688972
1.340343227,0.570206002,0.776744694,0,0.3,-0.198432452,-0.147800243,0.770760135
1.176178276,0.219938239,0.671595877,0.104728151,0.066666667,-0.106122659,-0.979520285,0.766771789
0.615723187,0.470209382,0.611780901,0.285640832,0.4,0.652446573,0.3410205,0.609737047
0.232049549,0.41005791,0.519060862,0.016407001,0,0.015804951,-0.926532256,0.511581991
0.732135636,0.200134519,0.615317441,0,0.083333333,-0.272924551,-1.08406237,0.601237839
0.900226748,0.569911774,0.640262474,0.289399656,0.3,-0.07198959,-0.802770543,0.670719465
0.736728032,0.789940278,0.650501583,0.256688072,0.166666667,0.856415794,-0.881624585,0.664622315
0.938604385,0.419912319,0.623384293,0,0.016666667,-0.40654892,-0.862194433,0.631563667
1.288678202,0.599913609,0.715298727,0.261031666,0,-0.128033208,-1.008684146,0.739347208
0.37372672,0.629916092,0.563988712,1,0.483333333,0.820205242,0.280334797,0.531502214
0.742470931,0.159951629,0.615562174,0,0.083333333,-0.431754352,-1.11195644,0.597362999
0.195909624,0.45005925,0.538387805,0.015867394,0.2,-0.411061701,-0.992592763,0.497597962
0.899901836,0.339919232,0.690325806,0,0.016666667,-0.688242664,-0.968278044,0.690784469
-0.007723477,0.460208795,0.497086178,0,0,0.038241042,-1.295496803,0.461241813
0.736159197,0.260046061,0.613725265,0,0.066666667,-0.152796796,-0.97122822,0.59783996
0.636029209,0.600201711,0.592690114,0,0.133333333,0.044234474,-0.729002734,0.598553022
0.871998656,0.370055804,0.618356292,0,0.066666667,-0.472528047,-0.899020771,0.610549496
1.245831079,0.599913609,0.703586345,0.900021543,0.016666667,0.172297524,-1.015149506,0.734004143
0.921803504,0.31992168,0.697938937,0,0.016666667,-0.622412338,-0.991960627,0.679628212
0.991716254,0.379915199,0.656150873,0,0,-0.716143781,-1.030233572,0.661633396
1.046038308,0.419912319,0.66255474,0,0.016666667,-0.837961718,-1.00252659,0.690440157
1.023200605,0.239934351,0.625591609,0,0,-0.531131458,-0.954891336,0.632525384
0.89070167,0.299924416,0.683638546,0,0,-0.688242664,-1.006524159,0.698210568
0.225105873,0.390199981,0.51535814,0.015867394,0.016666667,-0.460624944,-1.252162694,0.502773385
0.844437377,0.219938239,0.633613066,0,0,-0.637754948,-1.00455244,0.625901387
0.71974508,0.249932515,0.623074723,0,0.016666667,-0.21719654,-1.05368541,0.599780909
0.970832919,0.599913609,0.654770623,0.253680229,0.15,0.024620344,-0.990422478,0.659703771
0.991134972,0.449910914,0.65032745,0,0,-0.471210012,-1.269520794,0.670634076
0.050377062,0.45005925,0.471972738,0.957253658,0.016666667,0.038241042,-1.107361631,0.420356788
0.164062457,0.229936259,0.495896844,0.015146145,0.033333333,-0.285816294,-1.52064045,0.476430047
1.29013283,0.639917063,0.730516297,0.256688072,0.216666667,-0.169958539,-0.854459158,0.738904715
0.527186004,0.590057907,0.576576745,0,0.2,0.140739316,-0.645442886,0.571497039
1.073074634,0.530209371,0.685330692,0.246508478,0.25,0.251199004,-0.21784302,0.730745468
0.501399924,0.489910049,0.545144912,0.016407001,0.233333333,-0.121574095,-0.466635489,0.533971679
0.847407394,0.210139478,0.629607989,0,0,-0.568006239,-1.002758901,0.627474944
0.05275199,0.45005925,0.490563784,0.066718986,0,-0.413344791,-1.297560495,0.465103524
0.898817881,0.629916092,0.666638709,0.261031666,0.116666667,0.487297259,-0.849931048,0.678295922
0.069681331,0.26992906,0.491618624,0.15387732,0.083333333,0.065188985,-1.289295619,0.454732371
0.101117702,0.45991059,0.504338876,0.857245749,0.483333333,0.075857085,-0.882021645,0.477701323
1.131645406,0.440207118,0.668937319,0,0.016666667,-0.750959079,-1.003063803,0.676960153
1.086581154,0.350191245,0.659404987,0,0,-0.046551614,-0.682417988,0.666018947
0.715112951,0.270165701,0.618236512,0,0.05,-0.21719654,-0.995963422,0.593903219
1.1437933,0.369916099,0.642741242,0,0.016666667,-0.471210012,-1.220646706,0.651686333
1.318272601,0.609914364,0.711044992,0.249932515,0,0.034798618,-1.003092161,0.73757904
0.930104444,0.199942414,0.685893048,0,0,-0.777591142,-1.137726229,0.681009908
1.030826446,0.590203309,0.676126134,0.428777286,0.783333333,0.767961883,0.029528846,0.701214668
1.16147631,0.389914371,0.647493659,0,0,-0.715356112,-1.265646318,0.665300958
0.950150112,0.299924416,0.649413608,0,0,-0.692357961,-1.00807461,0.653770215
0.349610561,0.389914371,0.5312812,0.118206768,0,-0.121478297,-1.044639812,0.52584166
1.290481313,0.649918107,0.707129114,0.261031666,0.066666667,0.079786895,-1.028989537,0.742219188
1.00640655,0.400057455,0.656697986,0,0,-0.721863106,-1.251838323,0.666907224
0.79831855,0.639917063,0.621855184,0.118206768,0.133333333,-0.06497918,-0.934837886,0.617501794
0.096786105,0.519910156,0.512197399,0,0.083333333,-0.386781576,-1.121001327,0.486839941
0.020236052,0.419912319,0.476873342,0,0,-0.24776597,-1.175339517,0.433916426
1.05815745,0.449910914,0.663250157,0,0.05,-0.621193321,-0.993418097,0.678728235
0.990342294,0.20994029,0.641733265,0,0,-0.476704293,-0.690874741,0.643373544
0.362187462,0.359917072,0.52649386,0.016407001,0,-0.121478297,-1.094906716,0.52179086
0.695797257,0.620056399,0.608024556,0.270317486,0.05,-0.125279291,-1.017442341,0.615027958
0.944640213,0.200038305,0.678736645,0,0,-0.688242664,-1.126370334,0.680603522
1.157280156,0.569911774,0.679165172,0.261031666,0.016666667,0.328729948,0.000493573,0.719756138
1.112321964,0.430206027,0.643340912,0,0.016666667,-0.811163853,-1.267250298,0.656329669
0.742719834,0.620056399,0.608684502,0.118206768,0,-0.036420679,-1.023317716,0.60065251
0.758825918,0.629916092,0.615587852,0.249932515,0.083333333,-0.066303754,-0.987618058,0.619496475
0.814125997,0.230148892,0.662259058,0,0.05,-0.642233655,-1.255410221,0.656478544
1.028503851,0.370055804,0.661437242,0,0.016666667,-0.29288232,-0.72080244,0.663099265
0.287924165,0.310179819,0.526297679,0.014920082,0.15,-0.214576547,-1.175469389,0.520951648
0.743301006,0.18994461,0.636101608,0,0.016666667,-0.471006357,-1.130798504,0.624366278
0.168262194,0.490210051,0.514050896,0.015146145,0.05,-0.460394354,-0.902445889,0.494176401
1.222798145,0.609914364,0.688488726,0.270317486,0.016666667,0.10182997,-0.000378161,0.716185156
0.053039974,0.499910012,0.490106671,1,0.25,-0.174219393,-0.953874641,0.455577644
0.12718791,0.26992906,0.495858279,0.15387732,0.133333333,-0.316925658,-1.208190404,0.474192242
0.779222989,0.270165701,0.635304555,0,0,-0.570914034,-0.999602042,0.61615363
1.070939421,0.409912931,0.662433397,0,0,-0.621193321,-0.988413811,0.680051848
0.890112074,0.360193681,0.655618125,0,0,-0.568006239,-1.041108577,0.664088547
0.936071495,0.210039718,0.638007443,0,0,-0.439881085,-1.034731122,0.63480674
0.266982374,0.290049293,0.531940051,0.016407001,0.066666667,-0.316925658,-0.994577356,0.501824626
0.84201475,0.699924405,0.661570386,0.243176991,0.033333333,0.477369649,-0.778681127,0.676348121
1.005484385,0.569911774,0.674752628,0.289399656,0.333333333,0.286566868,0.73075353,0.709382521
0.837781831,0.240043667,0.620613294,0,0.016666667,-0.224553871,-1.226139015,0.601402068
0.317734425,0.389914371,0.521798017,0,0.033333333,-0.25826377,-1.171363108,0.510761918
1.289791681,0.599913609,0.695512777,0.270317486,0.016666667,-0.011478955,-1.026705955,0.73913117
0.404149413,0.399913615,0.539131433,0.911832303,0.033333333,-0.064034519,-0.860491546,0.527722796
0.974607226,0.370055804,0.677122677,0,0,-0.640797595,-0.747430516,0.692763656
0.851856711,0.220041082,0.622037186,0,0.066666667,-0.447672691,-1.154500658,0.607203793
0.222749434,0.260046061,0.515828216,0.15387732,0.066666667,-0.243651496,-1.417395794,0.476831642
0.212132948,0.289925892,0.502529594,0,0.133333333,-0.24776597,-1.49460144,0.473340651
0.965567409,0.609914364,0.639318856,0.253680229,0.283333333,0.003899785,-0.677907393,0.668542478
0.453557638,0.530209371,0.560867806,0,0.166666667,0.37067682,-0.63654251,0.552834098
0.953155903,0.379915199,0.648717368,0,0,-0.454111904,-0.977763505,0.633071392
1.194347733,0.360193681,0.632406678,0,0.05,-0.887058573,-1.165846572,0.647594312
1.015535033,0.510210047,0.67770059,0.289399656,0.116666667,-0.012637804,-0.652033472,0.680770926
1.001969224,0.180124096,0.66605141,0,0,-0.622412338,-1.036432883,0.676224889
0.259859916,0.389914371,0.514321771,0.015867394,0.35,0.318345351,-0.899495844,0.492559374
1.104728608,0.369916099,0.636884426,0,0.066666667,-0.609443004,-1.313976318,0.647667933
1.205786047,0.629916092,0.722047323,0.289399656,0,-0.12870386,-1.009744165,0.737452619
-0.001133919,0.359917072,0.472293405,0,0.016666667,-0.413344791,-1.307284107,0.439463203
0.831798986,0.690179761,0.665762673,0.270317486,0.05,0.57282023,-0.956500515,0.665099187
0.298640343,0.369916099,0.51154839,0.016407001,0.05,-0.335902087,-0.988595898,0.490761866
1.005658815,0.199942414,0.664807922,0,0,-0.724077182,-1.051230565,0.679078929
1.095094771,0.599913609,0.669996546,0.289399656,0.233333333,0.328729948,-0.743761927,0.715743891
0.33204365,0.369916099,0.538331852,0,0,-0.290178303,-1.093848707,0.52069059
1.169199086,0.589912925,0.695728424,0.289399656,0.083333333,0.083646659,-1.003626968,0.719833275
0.793980646,0.6300558,0.646959479,0.256688072,0.116666667,0.304619956,-1.118213195,0.656254191
0.921241744,0.570206002,0.648878254,0.246508478,0.15,0.089569162,-0.522979443,0.647384411
1.283578244,0.609914364,0.715208026,0.246508478,0.016666667,-0.170786642,-1.026149915,0.736421399
1.072617931,0.380198049,0.675613108,0,0.05,-0.715356112,-0.846948367,0.683141009
0.766873879,0.239934351,0.61860933,0,0.05,-0.418452725,-1.079378089,0.606263488
0.797162257,0.240043667,0.629233912,0,0.05,-0.523308338,-1.225023327,0.599530501
0.46879164,0.470209382,0.600487122,0.911735744,0.733333333,0.639932622,-0.58631936,0.580791778
1.269107808,0.649918107,0.693493572,0.981125411,0.116666667,0.280324246,-0.996040973,0.734963187
0.043945174,0.440207118,0.515475568,0,0,-0.219953799,-1.298989134,0.458797669
0.90767432,0.369916099,0.638580415,0,0,-0.601086456,-0.983380957,0.644931364
0.775694948,0.199942414,0.622791869,0,0.033333333,-0.150506964,-1.200783832,0.603653125
0.83622509,0.219938239,0.630316732,0,0,-0.637754948,-1.000509496,0.617025066
1.293660426,0.629916092,0.712966746,0.253680229,0,-0.230839695,-1.090191432,0.731007818
0.310240918,0.300176541,0.510279916,0.118206768,0.016666667,-0.336675224,-1.243793493,0.504333226
0.751078012,0.660053717,0.644769734,0.118206768,0.266666667,0.41869967,-1.21638585,0.662771167
1.144384893,0.619915192,0.664826475,0.246508478,0.35,0.327044913,-0.786580412,0.702736924
0.932124456,0.240153347,0.689717227,0,0.05,-0.637754948,-1.036867912,0.692801688
0.110360648,0.489910049,0.496928894,0,0.016666667,-0.345427364,-0.879540567,0.486467568
1.142617729,0.420058317,0.656370961,0,0,-0.715356112,-1.17843561,0.683063359
1.064132604,0.219938239,0.64062217,0,0,-0.633994158,-1.023861467,0.631481156
0.971114458,0.229936259,0.679743131,0,0,-0.622412338,-1.124632858,0.685581256
1.004846819,0.230148892,0.683247734,0,0,-0.640510306,-0.676581117,0.688638045
0.131494144,0.500210133,0.53380943,0,0.083333333,-0.171446738,-0.937241287,0.481742824
0.788765155,0.219938239,0.627524882,0,0,-0.653897241,-1.000819909,0.622381385
0.268676049,0.280048264,0.520923315,0.118206768,0.05,-0.336675224,-1.292941395,0.51149639
0.928195194,0.289925892,0.696802332,0,0.016666667,-0.660429903,-1.051819212,0.692840865
1.117156972,0.529910335,0.682135977,0.982325907,0.766666667,1.066149001,0.401394783,0.718685591
0.51364074,0.479910157,0.570683498,0,0.083333333,-0.066079523,-1.10934848,0.563522946
0.360758336,0.359917072,0.532241524,0,0.016666667,-0.162502584,-0.955417297,0.538986818
0.426626929,0.579912314,0.579381555,0.37519702,0.15,0.426023863,0.42251275,0.560335547
1.041447825,0.569911774,0.679276048,0.289399656,0.333333333,0.128441036,0.421792646,0.699988621
0.544383596,0.609914364,0.578286139,0.068158953,0.033333333,-0.127626523,-0.993287348,0.569202189
1.080697469,0.429911778,0.653145348,0,0,-0.947518724,-1.019205462,0.670417875
1.03402074,0.229936259,0.668982955,0,0,-0.712058055,-1.006523794,0.664331178
0.354193428,0.429911778,0.513772713,0.016407001,0.05,-0.06497918,-1.028918479,0.515008352
0.928771342,0.339919232,0.657765206,0,0,-0.502905567,-1.016067736,0.672381908
0.030626601,0.460208795,0.510285471,0.066718986,0.016666667,-0.259433354,-1.264949471,0.454226508
1.205224286,0.609914364,0.690044861,0.978563879,0.2,0.400672875,-1.007609824,0.73645749
0.956414216,0.519910156,0.662510142,0.261031666,0.116666667,0.195730665,-0.96705941,0.670595192
0.915521766,0.419912319,0.616470473,0,0.016666667,-0.52016249,-0.935578438,0.616945706
0.852411524,0.230042399,0.680189741,0,0.033333333,-0.637754948,-1.24883996,0.670212794
0.907827531,0.389914371,0.684742248,0,0,-0.622412338,-0.995691193,0.668828574
0.7958898,0.629916092,0.632242118,0.256688072,0.183333333,-0.066303754,-0.979155383,0.631893273
0.906624247,0.31992168,0.658170137,0,0,-0.637754948,-1.010393134,0.653160731
1.178766294,0.589912925,0.715548393,0.243176991,0.1,-0.155767902,-0.981173621,0.722481399
0.80210568,0.280169483,0.616970169,0,0.033333333,-0.637754948,-1.017233904,0.604609149
0.712006077,0.220041082,0.639312102,0,0.016666667,-0.539829767,-1.093593432,0.615784238
0.169780941,0.500059848,0.550783641,1,0.516666667,-0.074650512,-0.823925591,0.514642174
0.796032106,0.180124096,0.633841154,0,0.016666667,-0.418452725,-1.14483929,0.610620972
0.942266361,0.359917072,0.630479936,0,0,-0.454111904,-0.921293585,0.644616082
0.78014815,0.179946877,0.650848952,0,0.033333333,-0.546390926,-1.249994981,0.635856889
0.384371531,0.360193681,0.53789901,0.015867394,0,-0.259620981,-1.027802802,0.524470678
0.857215301,0.179946877,0.631153449,0,0,-0.587814603,-1.005284967,0.636564866
0.888541082,0.250157633,0.619212266,0,0.033333333,-0.224553871,-1.225507344,0.608124153
0.898680475,0.350054463,0.676621628,0,0.016666667,-0.660429903,-1.012592144,0.663935938
-0.013573491,0.409912931,0.470648777,0.016407001,0.016666667,-0.44986634,-1.255810733,0.436859922
1.073209892,0.409912931,0.65354992,0,0,-0.715356112,-1.044799857,0.669751022
0.002448338,0.429911778,0.466819273,0,0,-0.226453569,-1.202995531,0.427914688
0.750158416,0.179946877,0.637318392,0,0,-0.373980686,-1.12644544,0.630362153
0.938159692,0.620198009,0.681323842,0.289399656,0.35,0.328729948,0.006841764,0.687241297
0.048996668,0.469910337,0.468975989,0.333253349,0,-0.174219393,-1.162245158,0.437566504
1.032486915,0.200134519,0.66160379,0,0,-0.724077182,-1.000665682,0.669560575
0.964336165,0.199942414,0.681683899,0,0,-0.568006239,-0.922999633,0.684662146
0.192503904,0.260161751,0.507712858,0.015146145,0.083333333,-0.086846333,-0.995745885,0.49821568
0.339261953,0.389914371,0.536720159,0.068158953,0.016666667,-0.316925658,-1.147565936,0.510658779
0.415599393,0.43991131,0.534319757,0,0.2,-0.178793251,-0.762159195,0.531250295
0.192844231,0.32992042,0.526929421,0,0.066666667,-0.332144878,-0.99406695,0.510706211
0.714140004,0.569911774,0.622327929,0.253680229,0.166666667,-0.06497918,-0.884403336,0.620570993
0.844599085,0.619915192,0.634085563,0.261031666,0.233333333,0.195730665,-0.628708615,0.648766078
0.482474514,0.629916092,0.599163658,0.37491564,0.466666667,0.416708487,0.191486301,0.578119236
0.131224751,0.399913615,0.518903245,0,0.016666667,-0.411061701,-0.992741583,0.498876036
