SVM_Linear,KNN,LinearDiscriminant,DecisionTree,RandomForest,AdaBoost,SVM_Gauss,LogisticRegression
-0.646482534,0.229936259,0.325655064,0.096459852,0.1,-0.552179183,-1.111792231,0.345012953
1.240876968,0.600057452,0.793896897,0.087786585,0.45,-0.401352656,-0.678226996,0.826141964
-0.275986337,0.20994029,0.433606893,0.104728151,0,-0.915991758,-1.005661632,0.474262279
-0.053501783,0.20994029,0.505851822,0.104728151,0.016666667,-0.827178583,-0.965086452,0.52909236
0.173972201,0.18994461,0.628064211,0.104728151,0.283333333,-0.717866297,-0.706052125,0.679851434
-0.229657625,0.780041077,0.437584893,0,0.25,0.023579512,-0.937670244,0.42770142
-0.584833035,0.080017621,0.46815904,0.02738767,0.033333333,-0.317663784,-1.080495205,0.440440241
-0.356878689,0.059979702,0.500484227,0.019992946,0,-0.568081365,-1.07302345,0.494914125
-0.398809072,0.200134519,0.518628806,0.032883288,0.033333333,-0.754877517,-1.033699325,0.500913909
-0.85033402,0.369916099,0.299002674,1,0.1,-0.237551612,-1.043582487,0.290433851
-1.000843861,0.059979702,0.296461803,0.033811232,0.05,-0.51900554,-1.449400805,0.271850406
0.169952785,0.210039718,0.513316766,0.016660769,0.1,-1.268552385,-0.980849152,0.496153227
-0.804067131,0.03998618,0.365008429,0.022719279,0,-0.69812886,-1.597931842,0.329104964
-0.34473922,0.199942414,0.504713693,0.032883288,0.183333333,-0.452264586,-1.067333649,0.499375278
-0.862076772,0.220144269,0.300359027,0.034234672,0.016666667,-0.147214013,-1.162783748,0.289946986
-0.157561685,0.460208795,0.487938158,0.976567979,0.683333333,0.341493954,-0.590273844,0.47673034
-0.076953507,0.780041077,0.464772644,0,0.083333333,0.469649749,-1.432063076,0.489148126
-0.051562363,0.779938226,0.489861096,0,0.116666667,0.672267768,-1.004791129,0.484911584
-0.26977055,0.369916099,0.483402555,0,0.083333333,-0.546756151,-1.022845002,0.473598705
-0.272250857,0.069976571,0.481582328,0.033811232,0.116666667,-0.322402066,-1.07517307,0.46929861
-0.809484196,0.070054738,0.331468103,0.019741474,0,-0.591918575,-1.053120859,0.306387765
-0.685048786,0.090068863,0.385514247,0.032883288,0,-0.850262004,-1.351404359,0.328199838
-0.79628061,0.030024469,0.352518406,0.019741474,0.166666667,-0.727990604,-1.619808454,0.305967625
-0.395641232,0.080061885,0.497650087,0.034234672,0.016666667,-0.43928136,-1.074863853,0.503655116
-1.045944046,0.030024469,0.292375874,0.022719279,0.016666667,-1.012430055,-1.408266359,0.254162063
0.227209427,0.789940278,0.545616397,0.983600752,0.55,0.370772794,-0.562548218,0.555750205
-0.523353858,0.099967609,0.402019561,0.020694506,0.266666667,-0.397704027,-0.773560941,0.382978371
-0.229958032,0.090019608,0.506075062,0.02738767,0.016666667,-0.826029104,-0.99930073,0.518467534
-0.399115286,0.009996437,0.49947261,0.019741474,0.033333333,-0.761586621,-1.193264223,0.490804649
-0.335620061,0.049982905,0.50372038,0.02738767,0,-0.43928136,-1.044495815,0.490635774
-0.311715434,0.779938226,0.426442477,0,0.3,0.48600856,-0.699609388,0.419765541
0.025292554,0.810036839,0.541284144,0.973674986,0.666666667,1.110557444,0.124233666,0.551499039
-0.386683255,0.140028825,0.479122148,0,0.033333333,-0.354802824,-1.265424533,0.417767716
0.097869248,0.120088789,0.474483696,0.020611289,0.033333333,-1.420379738,-1.049457482,0.482356336
-0.14215782,0.449910914,0.483619722,0.982325907,0.8,0.594978656,-0.350435111,0.480869889
-0.223585374,0.369916099,0.477960689,0,0.016666667,-0.329226809,-0.987937352,0.47076727
-0.325977521,0.079973512,0.47970801,0.019992946,0.033333333,-0.676021343,-1.357202407,0.433383016
-0.362572038,0.060047424,0.49489411,0.027017563,0,-0.317663784,-1.096359171,0.484021561
-0.139128278,0.240043667,0.49491945,0.010419135,0.05,-1.084936113,-1.053083253,0.473774945
-0.372208635,0.100021547,0.500177961,0,0.133333333,-0.597234973,-0.992723912,0.437858896
-0.616966136,0.099967609,0.402000672,0.033811232,0.083333333,-0.816830641,-0.947332309,0.352092155
-0.605115173,0.210039718,0.404854901,0.032883288,0.466666667,-0.112698919,-0.521214283,0.356228343
-0.636587832,0.449910914,0.362245323,0.02738767,0.566666667,0.447443372,-0.976433904,0.336421093
-0.830566462,0.130095094,0.30546325,0.027233142,0.016666667,-0.613525777,-1.04525687,0.274030024
-0.89238182,0.249932515,0.315637117,0.020694506,0.1,-0.613525777,-1.170604405,0.286838528
-0.348719711,0.079973512,0.492938116,0.022719279,0,-0.550737524,-1.012129594,0.472522722
-0.424324113,0.249932515,0.459821296,0,0.15,-0.277506064,-0.930297541,0.411211002
-0.415689539,0.170033781,0.520647102,0.032883288,0.116666667,-0.367783381,-0.982403158,0.511331977
-0.907473885,0.040009194,0.316245164,0.022719279,0,-0.670840384,-1.535811887,0.279155329
-0.76386305,0.080017621,0.360941045,0.019741474,0.033333333,-0.452704174,-0.962134989,0.343496606
-0.689575089,0.120025282,0.393841898,0.027233142,0,-0.851873658,-1.300991633,0.331008543
-0.129591937,0.289925892,0.484197667,0.076897522,0.15,-1.324327835,-1.009200987,0.461540896
-0.909415275,0.099967609,0.300424847,0.027017563,0.033333333,-0.773635908,-1.108518196,0.276887708
-0.629543339,0.079973512,0.36527955,0.022719279,0,-0.943419489,-1.029177455,0.34911505
-0.554232141,0.049982905,0.432612767,0.033811232,0.033333333,-0.640023145,-1.070868591,0.458888948
-0.281835496,0.059979702,0.484707419,0.020694506,0.083333333,-0.372952948,-1.153559068,0.475766846
-0.985402114,0.049982905,0.296373367,0.02738767,0.016666667,-0.396385993,-1.447302494,0.260823321
-0.334769549,0.03998618,0.490139055,0.032883288,0.066666667,-0.739392283,-1.330071102,0.461248375
-0.627748561,0.070054738,0.452672121,0.020694506,0.016666667,-0.960335391,-1.342492592,0.413988668
-0.208222301,0.389914371,0.476417955,0,0.166666667,-0.546756151,-0.952844699,0.458034579
-0.393760847,0.100021547,0.510422206,0.027017563,0.05,-0.526259498,-1.134118184,0.515256525
0.191228113,0.800134451,0.548059185,0.982325907,0.633333333,1.093622486,-0.257155157,0.560718837
-0.466129679,0.140101231,0.47902555,0.027233142,0.05,-0.36658875,-1.072198098,0.514209904
0.119502793,0.769936247,0.550943951,0.973674986,0.283333333,0.805289799,-0.683275812,0.564525376
-0.374744703,0.059979702,0.461318162,0.022719279,0.066666667,-0.684908337,-1.060551785,0.451213228
-0.852139691,0.03998618,0.355442633,0.027233142,0,-1.071806282,-1.617269346,0.333632245
-0.802257492,0.070015586,0.330869447,0.022719279,0.033333333,-0.722911159,-1.029062647,0.305712505
-0.413371674,0.210139478,0.523954072,0.020694506,0.25,-0.008060856,-0.825718429,0.498726885
-0.708228423,0.040009194,0.40442818,0.027017563,0.016666667,-0.69812886,-1.478584556,0.372689112
-0.368280477,0.049982905,0.496339021,0.022719279,0.016666667,-0.317663784,-1.091580984,0.499945525
-0.123721759,0.129959295,0.509958021,0.020611289,0.15,-1.302898789,-1.009978347,0.465493107
-0.78100347,0.049982905,0.362493956,0.027233142,0,-1.035147349,-1.493925817,0.331085628
-0.967063439,0.040009194,0.297462432,0.027233142,0,-1.180237237,-1.57858443,0.252930472
0.195926424,0.789940278,0.546439688,0,0.2,0.595743692,-0.731669137,0.561617254
-0.75361695,0.049982905,0.367989354,0.027233142,0.033333333,-0.795343627,-0.968457311,0.356057409
-0.028924142,0.769936247,0.538519534,0.982325907,0.633333333,0.758757966,0.319827622,0.530573881
-0.883235975,0.109964766,0.314180464,0.034234672,0,-0.795343627,-0.997520116,0.292037096
-0.88063363,0.03998618,0.330980378,0.02738767,0,-1.112994899,-1.641405721,0.288505384
-0.445039401,0.080061885,0.445169039,0.033811232,0.033333333,-0.756112889,-1.156922008,0.428147165
-0.075137667,0.259930751,0.479252221,0.020611289,0.033333333,-1.324327835,-0.998605973,0.467475676
-0.920602284,0.049982905,0.335537977,0.02738767,0,-1.181812864,-1.650060055,0.284297041
-0.033065993,0.099967609,0.527377118,0.015637933,0.016666667,-1.356630247,-1.041358608,0.476698747
-0.696816918,0.080061885,0.3687033,0.019992946,0,-0.630846419,-1.367218643,0.324691553
-0.175566763,0.32992042,0.486549241,0,0.016666667,-0.270707074,-1.019237069,0.469184664
0.057991416,0.210039718,0.529393866,0.020611289,0.016666667,-1.522384071,-1.029916267,0.491140121
-0.390488445,0.139956668,0.519431089,0.02738767,0.033333333,-0.690542257,-1.045664984,0.490189999
-0.71109104,0.059979702,0.373403976,0.034234672,0.016666667,-0.613525777,-1.098887502,0.346780027
-0.769138046,0.300050274,0.318610619,0.032883288,0,-0.571723521,-1.161603175,0.275887226
-0.743820905,0.069976571,0.355633544,0.02738767,0,-0.452704174,-1.102650983,0.32457928
-0.322781896,0.249932515,0.470818709,0.982325907,0.133333333,-0.573560542,-1.050696451,0.409824765
-0.294514483,0.099967609,0.489062433,0.022719279,0.016666667,-0.755300677,-1.000778508,0.480712492
-0.182924184,0.789940278,0.438461391,0,0.25,0.580322186,-0.809596514,0.427565961
-1.024022838,0.029989527,0.303419869,0.02738767,0,-1.012430055,-1.589009982,0.247721001
-0.886493028,0.050011372,0.302165309,0.019992946,0.066666667,-0.55521859,-1.323608004,0.275720054
-0.394329299,0.289925892,0.468112609,0,0.1,-0.345929883,-1.018735292,0.422292393
-0.387789335,0.100021547,0.501194249,0,0.016666667,-0.494790827,-0.995330137,0.460832654
-0.182129255,0.049982905,0.506708788,0.027017563,0.066666667,-0.528000533,-1.089260146,0.475201282
-0.280324783,0.330185868,0.487391555,1,0.2,-0.411908417,-1.028669758,0.474614512
-1.017799824,0.03998618,0.286501377,0.027233142,0.016666667,-1.261649196,-1.587601306,0.25114644
0.116470443,0.139956668,0.531981523,0.035489753,0.033333333,-1.350382763,-1.024192668,0.498521522
0.174228733,0.069976571,0.506685432,0.019600925,0,-1.261157156,-1.077140535,0.483449745
-0.047792568,0.069976571,0.512251376,0.035281864,0.016666667,-1.086192169,-1.042342051,0.478141829
-0.429666358,0.270047186,0.459548097,0,0.016666667,-0.203424633,-1.086779284,0.389171262
-0.673757188,0.049982905,0.410938106,0.022719279,0.016666667,-0.829025923,-1.058886048,0.417830643
-0.547125904,0.049982905,0.420838487,0.019992946,0.05,-0.574445394,-1.173064353,0.387044909
-0.314028789,0.070015586,0.482833256,0.027017563,0.05,-0.451392412,-1.231656003,0.474531233
-0.49344232,0.139956668,0.497635954,0.022719279,0.016666667,-0.617781486,-1.097585365,0.467389482
-0.620260264,0.059979702,0.372012886,0.022719279,0,-0.943419489,-1.108071259,0.343411906
-0.914106596,0.169949217,0.312897284,0.019741474,0.016666667,-0.591918575,-1.085479696,0.282934703
-0.368016734,0.179946877,0.475791634,0,0,-0.625242668,-1.031408682,0.443419952
-0.907146336,0.109964766,0.3000475,0.034234672,0,-0.452704174,-1.107879475,0.257762492
-0.097999226,0.770148825,0.463200138,0,0.166666667,0.295057393,-1.035787548,0.489970893
0.142782852,0.780144201,0.529843766,0.967201698,0.45,0.250331328,-1.060812999,0.526268058
-0.83065335,0.03998618,0.369034722,0.02738767,0,-1.207966523,-1.530092972,0.330242403
-0.438426389,0.190129392,0.500256069,0.02738767,0.2,-0.126686653,-0.903277627,0.498727373
-0.971096391,0.040032289,0.295956144,0.022719279,0.016666667,-0.8015783,-1.476153689,0.261144685
-0.346481127,0.220144269,0.508882219,0.022719279,0.166666667,-0.781260131,-1.003522386,0.515937663
-0.834916584,0.029989527,0.34674902,0.027233142,0,-0.630846419,-1.556725395,0.294404547
-0.613968549,0.109964766,0.400609299,0.027233142,0.016666667,-0.850262004,-1.303929019,0.349887925
-0.340123818,0.110023438,0.478329396,0.020694506,0,-0.751416173,-0.99291319,0.475557774
-0.89874896,0.179946877,0.312674286,0.022719279,0.066666667,-0.711315594,-1.111322823,0.280809254
-1.036625002,0.040032289,0.293906518,0.019741474,0.016666667,-0.493182219,-1.572664734,0.255603289
-0.4342907,0.059979702,0.45203643,0.020694506,0.083333333,-0.51900554,-0.959972746,0.435885043
-0.175826324,0.379915199,0.477708806,0,0,-0.532314084,-0.967414478,0.466402015
-0.804365616,0.359917072,0.310675406,0.034234672,0.116666667,-0.659940838,-1.049904344,0.311968429
-0.655602168,0.070015586,0.416979667,0.022719279,0.016666667,-0.452704174,-1.004561374,0.420504239
-0.326880978,0.03998618,0.491036923,0.019992946,0,-0.317663784,-1.103957525,0.480223852
-0.665483815,0.03998618,0.408908816,0.027233142,0,-0.915639596,-1.427661938,0.398035105
-0.82096612,0.070015586,0.332966619,0.027017563,0.016666667,-0.591918575,-1.039501721,0.307261931
0.048272598,0.8000383,0.552601726,0.973674986,0.333333333,1.110557444,-0.571877991,0.556255057
-0.185607682,0.389914371,0.476003029,0,0.016666667,-0.626508726,-0.989084853,0.468218768
-0.3066502,0.080061885,0.479134036,0.799942402,0.166666667,-0.629165553,-1.186970409,0.474420477
0.048322571,0.800134451,0.505244729,0,0.183333333,0.007390261,-1.169327544,0.507631163
-0.300780754,0.120025282,0.516495786,0.027017563,0.133333333,-0.841671748,-1.011024653,0.504521731
-0.142835341,0.050011372,0.497994505,0.020694506,0.1,-0.439726426,-1.070763518,0.487299563
-0.309529647,0.089970524,0.493921625,0.020694506,0.083333333,-0.659457996,-1.012095875,0.480626081
-0.688448326,0.050011372,0.369121726,0.033811232,0.016666667,-0.591918575,-1.095482084,0.357991628
-0.265414113,0.430058676,0.474249632,0,0.016666667,-0.532314084,-0.9917558,0.454802532
-0.969859872,0.03998618,0.296006327,0.032883288,0.016666667,-0.659457996,-1.483359319,0.264543677
-0.381212916,0.180035337,0.522787098,0.019992946,0.083333333,-0.452264586,-1.035974718,0.48696145
-1.048671338,0.049982905,0.304198509,0.033811232,0,-1.261649196,-1.521803921,0.254235019
-0.731049662,0.069976571,0.356153018,0.022719279,0.166666667,-0.433466272,-1.175486392,0.322568865
-0.372653483,0.140028825,0.51374542,0.020694506,0.05,-0.860326387,-1.003101852,0.512762626
-0.309156221,0.049982905,0.481044145,0.019992946,0.033333333,-0.303070531,-1.157827457,0.469331376
-0.940643281,0.029989527,0.318437957,0.034234672,0,-0.791444322,-1.631806986,0.279106583
-0.541341075,0.490059824,0.382478716,1,0.55,0.359683324,-0.632985762,0.3747384
-0.16147388,0.320182928,0.48388291,0.035489753,0.116666667,-1.188838467,-1.036012587,0.469409044
-0.193296072,0.769936247,0.455894686,0,0.216666667,0.673685347,-1.093106264,0.445265304
-0.274383293,0.050011372,0.471487548,0.02738767,0.05,-0.401741511,-1.090985813,0.467428736
-0.171603727,0.460059465,0.470712224,0,0.2,0.340172792,-0.836904776,0.464117248
-0.052213062,0.769936247,0.470441178,0,0.116666667,0.469649749,-1.367999592,0.498129516
-0.390584977,0.179946877,0.514842307,0.019992946,0.066666667,0.052788897,-0.947975569,0.522747574
-0.306626193,0.359917072,0.48884463,0,0.033333333,-0.295206736,-1.007343891,0.478873594
0.148101835,0.139956668,0.515400572,0.016660769,0.083333333,-1.3358604,-1.022862747,0.47953545
-0.92091415,0.200134519,0.319963288,0.022719279,0.283333333,-0.452013946,-1.09402923,0.318448266
-0.463441458,0.069976571,0.415008008,0.019741474,0.216666667,-0.369706384,-0.832734171,0.409953778
-0.923883505,0.03998618,0.31688861,0.034234672,0.083333333,-0.948650926,-1.584783999,0.279898771
-0.888989337,0.270165701,0.326151243,0.019741474,0.066666667,-0.421323181,-1.174697165,0.288905194
-0.516541008,0.170033781,0.415445766,0,0.05,-0.809020228,-1.230468019,0.381478274
-0.671500335,0.089970524,0.379370573,0.032883288,0.1,-0.375387977,-1.092926549,0.333474532
-0.734871245,0.409912931,0.324641335,0.02738767,0.166666667,-0.824175817,-0.947626594,0.355425748
-0.698745259,0.069976571,0.397842327,0.020694506,0.05,-0.841430361,-0.98387858,0.36958162
-0.690602014,0.089970524,0.375375806,0.02738767,0,-1.012578549,-1.356722993,0.329664476
-0.865197166,0.109964766,0.316073523,0.022719279,0.033333333,-0.74540277,-1.000573336,0.271886321
-0.308813585,0.099967609,0.488812343,0.019741474,0.016666667,-0.751416173,-0.963805696,0.469192152
-0.768744432,0.339919232,0.318456613,0.02738767,0,-0.710110848,-1.186327182,0.284246767
-0.65160938,0.059979702,0.433898761,0.034234672,0,-0.915639596,-1.420330596,0.419780684
-0.913282528,0.03998618,0.302490304,0.019992946,0.016666667,-0.81073681,-1.395294213,0.265442143
-0.003573155,0.179946877,0.514205497,0.029116037,0.05,-1.206353841,-1.036557843,0.493454255
-0.928881793,0.05003994,0.318391231,0.02738767,0,-1.081036599,-1.632658855,0.281329975
-0.881819516,0.119961994,0.305413206,0.027017563,0.033333333,-0.591918575,-1.003591031,0.282185127
-0.373568371,0.280169483,0.489070726,0.027017563,0.25,-0.443145462,-1.015525043,0.48729944
-0.871416109,0.32992042,0.298859473,0.022719279,0.033333333,-0.421323181,-1.166931406,0.275601742
-1.073926263,0.029989527,0.293490093,0.022719279,0,-1.081036599,-1.639856795,0.254266811
-0.402487157,0.20994029,0.511054039,0.022719279,0.066666667,-0.69812886,-1.041503681,0.520282291
-0.976854517,0.029989527,0.294296376,0.02738767,0,-0.891098938,-1.496051669,0.252951536
-0.333609148,0.05003994,0.481199953,0.027017563,0.016666667,-0.739392283,-1.336290946,0.470430945
-0.794790049,0.20994029,0.312072976,0.019741474,0.016666667,-0.571723521,-1.127974717,0.287940516
-0.896339488,0.310179819,0.330345596,0.034234672,0.016666667,-0.421323181,-1.143867913,0.307220401
-0.659307329,0.069976571,0.375432818,0.034234672,0.033333333,-0.845979432,-1.11904276,0.355079487
-1.005686133,0.029989527,0.276390357,0.022719279,0.05,-1.051040287,-1.710324133,0.251061321
-0.753995421,0.32992042,0.348239807,0.020694506,0.233333333,-0.55673319,-1.064297655,0.363980841
-0.611788812,0.069976571,0.391923003,0.020694506,0.066666667,-0.591918575,-1.142279549,0.375343735
-1.04631991,0.03998618,0.300060351,0.032883288,0,-1.112994899,-1.571052342,0.254481698
-0.28947058,0.199942414,0.482099435,0.875026181,0.15,-0.580497335,-1.137147347,0.461076904
-0.115732669,0.779938226,0.471651949,0,0.116666667,0.512750064,-0.982613831,0.467039185
-0.7527568,0.069976571,0.363338538,0.022719279,0,-0.877483959,-1.37276465,0.327023605
0.095370423,0.140101231,0.51317277,0.026791955,0.016666667,-1.356630247,-1.014318669,0.48043844
-0.869818695,0.339919232,0.298424045,0.032883288,0.016666667,-0.304945093,-1.162456606,0.288044219
-0.651949252,0.060047424,0.421116893,0.034234672,0.033333333,-0.722911159,-1.082243742,0.390975618
0.028842406,0.20994029,0.523287993,0.035489753,0.05,-1.319510765,-1.036070939,0.488365041
-0.000451224,0.059979702,0.503926503,0.010419135,0.016666667,-1.150047824,-1.049552189,0.460613319
-0.162110978,0.139956668,0.49499187,0.035489753,0.283333333,-0.906396142,-1.011824384,0.440392866
-0.322919199,0.049982905,0.483705111,0.027017563,0.016666667,-1.016563149,-1.438892942,0.44955874
-0.54356861,0.090068863,0.466257845,0.033811232,0.016666667,-0.41500531,-1.073416218,0.45898939
-0.225653506,0.090019608,0.505242443,0.034234672,0.05,-0.779214598,-1.000336287,0.499201994
-0.01398739,0.099967609,0.492345878,0.094308873,0.216666667,-1.029956209,-0.983613574,0.457079123
-0.293757119,0.059979702,0.487520749,0.033811232,0,-0.501266408,-1.056387709,0.472020761
-0.722880839,0.070015586,0.380125944,0.020694506,0,-0.858600579,-1.434957296,0.341870165
-0.958322801,0.050011372,0.313621187,0.020694506,0.016666667,-1.012430055,-1.542051454,0.272596718
-0.636364834,0.070054738,0.38308787,0.033811232,0,-0.850262004,-1.319555898,0.340572618
-1.050892438,0.05003994,0.292684374,0.022719279,0,-0.939107539,-1.486929728,0.266411293
-0.337557722,0.100021547,0.475751751,0.027017563,0.033333333,-0.72659915,-1.321831078,0.439383369
-0.999858316,0.029989527,0.29132636,0.034234672,0.033333333,-0.868078451,-1.610267924,0.258107781
-0.09504134,0.259930751,0.490786471,0.029116037,0.033333333,-1.18002359,-0.999774819,0.466835718
0.014339789,0.199942414,0.49994194,0.034008185,0.05,-1.112978243,-1.012334362,0.464416927
-0.007052666,0.729929048,0.507645193,0.995347171,0.983333333,1.404134243,0.714837464,0.50272972
0.119641843,0.810036839,0.529044162,0.995519446,0.866666667,1.280377729,0.578897124,0.533361974
-0.609103651,0.080017621,0.394685843,0.033811232,0,-0.795343754,-1.330405586,0.379620023
-0.717712552,0.080061885,0.369614661,0.020694506,0,-0.850262004,-1.385173583,0.321548724
-0.446538198,0.100075673,0.515263057,0.019992946,0.016666667,-0.848527205,-1.214772824,0.486848447
0.184941923,0.810036839,0.527692468,0.952391808,0.35,0.386342762,-0.817391078,0.520892214
-1.029201642,0.029989527,0.289942304,0.027233142,0.016666667,-0.493182219,-1.592951475,0.266613774
-0.410214272,0.079973512,0.460498331,0.034234672,0,-0.81073681,-1.111135564,0.433196888
-0.625330144,0.059979702,0.441738896,0.019741474,0.016666667,-0.69812886,-1.385121154,0.42447751
-0.700747148,0.03998618,0.424427789,0.027017563,0.033333333,-0.879969922,-1.455343704,0.404828791
-1.036114591,0.03998618,0.287073345,0.033811232,0.016666667,-0.930080038,-1.434714183,0.25346318
-0.345642232,0.059979702,0.479530549,0.027233142,0.05,-0.94487611,-1.445605315,0.455362355
-0.230486845,0.780041077,0.423766843,0,0.416666667,0.598690297,-0.825630309,0.468565152
-0.312792827,0.089970524,0.496318769,0.033811232,0.033333333,-0.756112889,-1.024826607,0.468412171
-0.944392113,0.049982905,0.314870835,0.027233142,0,-1.075726926,-1.5712724,0.272317621
0.017420156,0.240043667,0.506840627,0.035281864,0.016666667,-1.222803604,-1.001912095,0.46948277
-0.430732302,0.059979702,0.520879599,0.027233142,0,-0.707889027,-1.272424436,0.498485194
-0.098217754,0.730165637,0.548132965,0.982325907,0.6,0.78463834,0.338103683,0.531519429
-0.887675326,0.149954112,0.310024118,0.02738767,0.033333333,-0.726051262,-1.001082022,0.287439472
-0.492562915,0.210139478,0.413161195,0.027017563,0.216666667,-0.915674822,-0.602675414,0.369209852
-0.336673225,0.099967609,0.487953124,0.033811232,0,-0.659457996,-0.993080216,0.467521926
-0.161000495,0.129959295,0.476179635,0.035489753,0.016666667,-1.400106426,-1.064139699,0.492883268
-1.042417163,0.01000237,0.296733565,0.021530877,0,-1.621040518,-0.995068731,0.295340991
-1.211875234,0.060047424,0.30368113,0.019330192,0,-1.585525267,-0.998692781,0.25602661
-0.578550376,0.049982905,0.401730198,0.015294125,0,-1.824444541,-1.009023598,0.419350637
-0.64719137,0.109964766,0.395681031,0.035489753,0,-1.688266507,-1.09696619,0.398881776
-0.891919656,0.220144269,0.380772915,0.113171416,0,-1.587887989,-1.053530639,0.394173732
-0.850725715,0.019992946,0.366487525,0.018861262,0.033333333,-1.559067318,-1.000619545,0.364040449
-0.196359408,0.18994461,0.482516084,0.020611289,0,-1.343789107,-1.088007703,0.48530854
-0.540216641,0.020004693,0.396111297,0.019330192,0,-1.634609983,-0.994571843,0.398169647
-0.514440046,0.089970524,0.405004266,0.010419135,0.016666667,-1.854650698,-1.03643611,0.416169792
-0.742023507,0.029989527,0.35269061,0.018352936,0,-1.722440208,-1.105855628,0.346055249
-0.668977831,0.079973512,0.388147448,0.021269101,0.016666667,-1.790018501,-1.006022482,0.385530302
-1.358736056,0.040009194,0.25526504,0.034008185,0.016666667,-1.226541118,-1.006915343,0.22590239
-0.73042835,0.029989527,0.348807924,0.015294125,0,-1.846839276,-1.006568339,0.370011355
-0.134409433,0.100075673,0.483640638,0.094308873,0,-1.662216256,-1.005425025,0.4930193
-1.229625756,0.079973512,0.287571484,0.018352936,0.033333333,-1.322697162,-1.001459891,0.266967413
-0.528240065,0.109964766,0.414522814,0.016660769,0,-1.705109465,-1.087994297,0.408377485
-1.269193438,0.01000237,0.243626706,0.019330192,0,-1.221222955,-0.998535205,0.247214001
-0.392460918,0.379915199,0.440602311,0.015637933,0.2,-0.193325047,-0.563925312,0.462843555
-0.594989075,0.029989527,0.367456236,0.018455017,0,-1.713324659,-1.135789621,0.389310568
-0.964525469,0.019992946,0.328151571,0.021269101,0,-1.887189242,-1.024465974,0.315661243
-0.77604465,0.009996437,0.367952801,0.018455017,0,-1.856031061,-1.092911032,0.372025509
-1.01631375,0.250157633,0.36167856,0.034008185,0.016666667,-1.070748231,-0.985536223,0.384057284
-0.325974814,0.220144269,0.482448918,0.010419135,0.016666667,-1.693640053,-1.106486589,0.481623658
-0.684175914,0.360055157,0.422108885,0.909110691,0.15,-0.802877772,-1.026039896,0.435481437
-1.111873121,0.090068863,0.308579068,0.019330192,0,-0.929864264,-1.001194236,0.286945526
-1.163064878,0.099967609,0.30657228,0.021269101,0,-1.228082948,-1.00393646,0.282967203
-0.281620715,0.140028825,0.488368788,0.094308873,0,-1.887189242,-1.033100892,0.487979183
-1.005099133,0.010008325,0.351602348,0.01581718,0,-1.447810824,-1.10610649,0.351783389
-0.917204239,0.090068863,0.336605282,0.018455017,0.016666667,-1.592400643,-1.012092773,0.344590253
-0.972790295,0.029989527,0.363648819,0.018861262,0,-1.462470073,-0.999484085,0.387890433
-1.008155218,0.120025282,0.327699168,0.018455017,0,-0.7654208,-1.000797181,0.315618185
-1.13845561,0.070054738,0.327035756,0.135551037,0,-1.407100197,-1.030156339,0.308246641
-0.887506155,0.029989527,0.329759511,0.035489753,0.016666667,-1.887355986,-1.111511162,0.38527399
-0.736097343,0.020016481,0.393454567,0.034008185,0,-1.824444541,-1.002235009,0.395091097
-0.196234726,0.190129392,0.475007871,0.029116037,0,-1.693640053,-1.137329688,0.490601979
-0.701121631,0.070015586,0.391379927,0.019330192,0,-1.799931871,-1.008217706,0.396005179
-1.498162017,0.020016481,0.260459028,0.019330192,0,-1.476858455,-1.004140778,0.229965274
-0.999949713,0.020004693,0.347478155,0.01581718,0.016666667,-1.846839276,-1.026033269,0.350699488
-1.400713831,0.019992946,0.255799794,0.035489753,0,-1.533669325,-1.001715802,0.255097071
-0.811179485,0.019992946,0.360317474,0.021530877,0,-1.799931871,-0.994743841,0.354383309
-0.571321953,0,0.40455406,0.018352936,0,-1.928148798,-1.011885397,0.392377209
-0.854695368,0.019992946,0.366843272,0.021530877,0.033333333,-1.502494275,-0.999516463,0.378388818
-0.600008968,0.229936259,0.386746457,0.094308873,0.016666667,-0.768403118,-1.004075528,0.364287395
-0.206920541,0.089970524,0.488988244,0.035281864,0,-1.846839276,-1.022367833,0.490881695
-0.249463932,0.199942414,0.460428365,0.015637933,0.033333333,-1.779513081,-1.003385351,0.485978654
-0.949378416,0.119961994,0.346556619,0.015294125,0,-1.634609983,-1.003610806,0.362616793
-0.724903273,0.010008325,0.380606577,0.021269101,0,-1.713324659,-1.060573067,0.402151485
-1.370556547,0.069976571,0.261153218,0.018352936,0.05,-1.477039249,-1.001443134,0.256763002
-1.339941306,0.019992946,0.29032337,0.021269101,0.016666667,-1.453808416,-0.999333907,0.25534888
-0.923497135,0.029989527,0.364344895,0.021269101,0,-1.887189242,-1.100788237,0.388379996
-0.592121978,0.26992906,0.406926234,0.909110691,0.1,-0.872115626,-0.970112399,0.414237794
-1.364257283,0.01000237,0.265782804,0.021269101,0.016666667,-1.621040518,-1.003389507,0.224003747
-0.207546729,0.199942414,0.466884366,0.029116037,0.016666667,-1.662216256,-1.040404917,0.476492605
-1.506697503,0.029989527,0.254021321,0.015294125,0.016666667,-1.651130841,-1.084679391,0.219495721
-1.066161153,0.120025282,0.317446215,0.018455017,0,-0.929864264,-0.999529754,0.297574731
-0.679224674,0.079973512,0.389414498,0.035281864,0,-1.854650698,-1.00430595,0.383511166
-0.830311675,0.049982905,0.340618709,0.018352936,0,-1.799931871,-1.00341992,0.359814482
